[2025-06-11 16:22:42.017] Set mA
[2025-06-11 16:23:38.375] Set: 407 V,  HV: 375 V,  I: 3.06 mA
[2025-06-11 16:23:38.581] Set: 391 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:38.781] Set: 393 V,  HV: 364 V,  I: 3.07 mA
[2025-06-11 16:23:38.982] Set: 391 V,  HV: 364 V,  I: 3.06 mA
[2025-06-11 16:23:39.186] Set: 395 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:39.387] Set: 395 V,  HV: 374 V,  I: 3.09 mA
[2025-06-11 16:23:39.588] Set: 393 V,  HV: 368 V,  I: 3.08 mA
[2025-06-11 16:23:39.791] Set: 408 V,  HV: 374 V,  I: 3.02 mA
[2025-06-11 16:23:39.993] Set: 409 V,  HV: 382 V,  I: 3.04 mA
[2025-06-11 16:23:40.195] Set: 404 V,  HV: 374 V,  I: 3.02 mA
[2025-06-11 16:23:40.391] Set: 395 V,  HV: 369 V,  I: 3.06 mA
[2025-06-11 16:23:40.595] Set: 393 V,  HV: 368 V,  I: 3.07 mA
[2025-06-11 16:23:40.800] Set: 392 V,  HV: 367 V,  I: 3.07 mA
[2025-06-11 16:23:41.005] Set: 392 V,  HV: 369 V,  I: 3.08 mA
[2025-06-11 16:23:41.201] Set: 402 V,  HV: 367 V,  I: 3.09 mA
[2025-06-11 16:23:41.407] Set: 398 V,  HV: 368 V,  I: 3.07 mA
[2025-06-11 16:23:41.612] Set: 411 V,  HV: 359 V,  I: 3.06 mA
[2025-06-11 16:23:41.812] Set: 410 V,  HV: 363 V,  I: 3.03 mA
[2025-06-11 16:23:42.013] Set: 410 V,  HV: 357 V,  I: 3.06 mA
[2025-06-11 16:23:42.218] Set: 396 V,  HV: 358 V,  I: 3.10 mA
[2025-06-11 16:23:42.418] Set: 396 V,  HV: 359 V,  I: 3.09 mA
[2025-06-11 16:23:42.614] Set: 398 V,  HV: 360 V,  I: 3.11 mA
[2025-06-11 16:23:42.824] Set: 400 V,  HV: 362 V,  I: 3.11 mA
[2025-06-11 16:23:43.023] Set: 399 V,  HV: 360 V,  I: 3.10 mA
[2025-06-11 16:23:43.225] Set: 402 V,  HV: 360 V,  I: 3.11 mA
[2025-06-11 16:23:43.430] Set: 408 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:43.632] Set: 404 V,  HV: 354 V,  I: 3.09 mA
[2025-06-11 16:23:43.831] Set: 409 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:44.036] Set: 392 V,  HV: 355 V,  I: 3.11 mA
[2025-06-11 16:23:44.233] Set: 398 V,  HV: 355 V,  I: 3.10 mA
[2025-06-11 16:23:44.438] Set: 394 V,  HV: 355 V,  I: 3.09 mA
[2025-06-11 16:23:44.640] Set: 402 V,  HV: 359 V,  I: 3.10 mA
[2025-06-11 16:23:44.843] Set: 401 V,  HV: 357 V,  I: 3.09 mA
[2025-06-11 16:23:45.032] Set: 401 V,  HV: 363 V,  I: 3.09 mA
[2025-06-11 16:23:45.249] Set: 408 V,  HV: 352 V,  I: 3.09 mA
[2025-06-11 16:23:45.445] Set: 407 V,  HV: 351 V,  I: 3.08 mA
[2025-06-11 16:23:45.641] Set: 404 V,  HV: 352 V,  I: 3.08 mA
[2025-06-11 16:23:45.848] Set: 396 V,  HV: 355 V,  I: 3.12 mA
[2025-06-11 16:23:46.056] Set: 394 V,  HV: 353 V,  I: 3.12 mA
[2025-06-11 16:23:46.252] Set: 396 V,  HV: 354 V,  I: 3.12 mA
[2025-06-11 16:23:46.461] Set: 399 V,  HV: 361 V,  I: 3.11 mA
[2025-06-11 16:23:46.662] Set: 398 V,  HV: 359 V,  I: 3.10 mA
[2025-06-11 16:23:46.858] Set: 398 V,  HV: 360 V,  I: 3.10 mA
[2025-06-11 16:23:47.068] Set: 408 V,  HV: 351 V,  I: 3.09 mA
[2025-06-11 16:23:47.264] Set: 397 V,  HV: 354 V,  I: 3.09 mA
